hospital,Q1_total number of tested patients,Q1_total number of specimes,Q1_number of patients_S. aureus,Q1_isolation rate_S. aureus,Q1_number of patients_S. pneumoniae,Q1_isolation rate_S. pneumoniae,Q1_number of patients_E. coli,Q1_isolation rate_E. coli,Q1_number of patients_K. pneumoniae,Q1_isolation rate_K. pneumoniae,Q1_number of patients_P. aeruginosa,Q1_isolation rate_P. aeruginosa,Q1_number of patients_MRSA,Q1_isolation rate_MRSA,Q1_number of patients_PRSP,Q1_isolation rate_PRSP,Q1_number of patients_CRP,Q1_isolation rate_CRP,Q1_number of patients_3GCRKP,Q1_isolation rate_3GCRKP,Q1_number of patients_3GCREC,Q1_isolation rate_3GCREC,Q2_total number of tested patients,Q2_total number of specimens,Q2_total number of isolation,Q2_number of patients_S. aureus,Q2_isolation rate_S. aureus,Q2_number of patients_S. pneumoniae,Q2_isolation rate_S. pneumoniae,Q2_number of patients_E. coli,Q2_isolation rate_E. coli,Q2_number of patients_K. pneumoniae,Q2_isolation rate_K. pneumoniae,Q2_number of patients_P. aeruginosa,Q2_isolation rate_P. aeruginosa,Q2_number of patients_MRSA,Q2_isolation rate_MRSA,Q2_number of patients_PRSP,Q2_isolation rate_PRSP,Q2_number of patients_CRP,Q2_isolation rate_CRP,Q2_number of patients_3GCRKP,Q2_isolation rate_3GCRKP,Q2_number of patients_3GCREC,Q2_isolation rate_3GCREC,Q3_total number of tested patients,total number of specimes,total number of isolation,Q3_number of patients_S. aureus,Q3_isolation rate_S. aureus,Q3_number of patients_S. pneumoniae,Q3_isolation rate_S. pneumoniae,Q3_number of patients_E. coli,Q3_isolation rate_E. coli,Q3_number of patients_K. pneumoniae,Q3_isolation rate_K. pneumoniae,Q3_number of patients_P. aeruginosa,Q3_isolation rate_P. aeruginosa,Q3_number of patients_MRSA,Q3_isolation rate_MRSA,Q3_number of patients_PRSP,Q3_isolation rate_PRSP,Q3_number of patients_CRP,Q3_isolation rate_CRP,Q3_number of patients_3GCRKP,Q3_isolation rate_3GCRKP,Q3_number of patients_3GCREC,Q3_isolation rate_3GCREC
295,913,3045,103,0.1128,8,0.0088,71,0.0778,23,0.0252,43,0.0471,27,0.0296,5,0.0055,8,0.0088,1,0.0011,15,0.0164,946,3439,1579,103,0.1089,3,0.0032,83,0.0877,34,0.0359,43,0.0455,32,0.0338,1,0.0011,6,0.0063,1,0.0011,24,0.0254,375,1244,578,39,0.104,0,0,4,0.0107,19,0.0507,10,0.0267,22,0.0587,0,0,1,0.0027,0,0,4,0.0107
296,724,1915,84,0.116,8,0.011,86,0.1188,47,0.0649,33,0.0456,53,0.0732,3,0.0041,5,0.0069,8,0.011,32,0.0442,674,1668,1302,77,0.1142,6,0.0089,78,0.1157,42,0.0623,36,0.0534,43,0.0638,1,0.0015,9,0.0134,6,0.0089,27,0.0401,112,174,91,20,0.1786,0,0,11,0.0982,5,0.0446,24,0.2143,18,0.1607,0,0,11,0.0982,0,0,8,0.0714
297,288,585,22,0.0764,4,0.0139,31,0.1076,24,0.0833,11,0.0382,11,0.0382,1,0.0035,2,0.0069,1,0.0035,12,0.0417,280,620,343,21,0.075,4,0.0143,42,0.15,17,0.0607,10,0.0357,11,0.0393,2,0.0071,0,0,1,0.0036,14,0.05,201,461,461,42,0.209,2,0.01,40,0.199,32,0.1592,12,0.0597,22,0.1095,2,0.01,0,0,7,0.0348,7,0.0348
298,890,2668,84,0.0944,8,0.009,241,0.2708,43,0.0483,41,0.0461,31,0.0348,0,0,0,0,0,0,38,0.0427,770,2350,1647,94,0.1221,6,0.0078,209,0.2714,46,0.0597,35,0.0455,33,0.0429,0,0,2,0.0026,0,0,48,0.0623,265,557,729,32,0.1208,0,0,69,0.2604,23,0.0868,50,0.1887,29,0.1094,0,0,13,0.0491,15,0.0566,39,0.1472
299,101,154,9,0.0891,2,0.0198,26,0.2574,5,0.0495,5,0.0495,3,0.0297,1,0.0099,1,0.0099,0,0,9,0.0891,103,191,370,9,0.0874,0,0,31,0.301,7,0.068,2,0.0194,5,0.0485,0,0,1,0.0097,0,0,12,0.1165,939,3428,1867,101,0.1076,10,0.0106,72,0.0767,50,0.0532,70,0.0745,26,0.0277,0,0,8,0.0085,2,0.0021,16,0.017
300,252,565,30,0.119,1,0.004,34,0.1349,24,0.0952,13,0.0516,17,0.0675,1,0.004,2,0.0079,0,0,9,0.0357,243,579,328,14,0.0576,1,0.0041,43,0.177,17,0.07,6,0.0247,6,0.0247,1,0.0041,3,0.0123,0,0,7,0.0288,691,1790,1429,76,0.11,2,0.0029,64,0.0926,68,0.0984,44,0.0637,56,0.081,0,0,6,0.0087,10,0.0145,19,0.0275
301,365,781,32,0.0877,5,0.0137,65,0.1781,37,0.1014,28,0.0767,12,0.0329,0,0,4,0.011,0,0,19,0.0521,328,713,359,17,0.0518,2,0.0061,71,0.2165,24,0.0732,23,0.0701,6,0.0183,0,0,2,0.0061,0,0,9,0.0274,314,724,409,24,0.0764,3,0.0096,46,0.1465,28,0.0892,15,0.0478,6,0.0191,1,0.0032,2,0.0064,2,0.0064,16,0.051
302,175,522,19,0.1086,1,0.0057,41,0.2343,10,0.0571,9,0.0514,9,0.0514,0,0,0,0,1,0.0057,8,0.0457,158,453,281,14,0.0886,1,0.0063,43,0.2722,11,0.0696,7,0.0443,7,0.0443,0,0,0,0,2,0.0127,8,0.0506,860,2500,1934,76,0.0884,3,0.0035,275,0.3198,37,0.043,51,0.0593,25,0.0291,0,0,4,0.0047,0,0,54,0.0628
303,191,513,35,0.1832,1,0.0052,26,0.1361,21,0.1099,36,0.1885,10,0.0524,0,0,0,0,0,0,5,0.0262,185,513,289,36,0.1946,2,0.0108,22,0.1189,12,0.0649,39,0.2108,18,0.0973,1,0.0054,8,0.0432,2,0.0108,10,0.0541,106,192,343,7,0.066,1,0.0094,25,0.2358,9,0.0849,3,0.0283,4,0.0377,0,0,0,0,0,0,7,0.066
304,1598,5378,185,0.1158,14,0.0088,208,0.1302,73,0.0457,93,0.0582,43,0.0269,5,0.0031,6,0.0038,5,0.0031,38,0.0238,1400,4695,2735,150,0.1071,6,0.0043,173,0.1236,44,0.0314,82,0.0586,37,0.0264,3,0.0021,5,0.0036,1,0.0007,31,0.0221,261,691,477,25,0.0958,0,0,43,0.1648,23,0.0881,8,0.0307,12,0.046,0,0,1,0.0038,3,0.0115,8,0.0307
305,968,3304,176,0.1818,4,0.0041,100,0.1033,38,0.0393,38,0.0393,74,0.0764,3,0.0031,6,0.0062,3,0.0031,40,0.0413,898,2979,881,153,0.1704,4,0.0045,100,0.1114,46,0.0512,35,0.039,67,0.0746,3,0.0033,1,0.0011,6,0.0067,37,0.0412,331,749,435,22,0.0665,0,0,60,0.1813,34,0.1027,32,0.0967,9,0.0272,0,0,3,0.0091,0,0,11,0.0332
306,356,995,87,0.2444,7,0.0197,112,0.3146,48,0.1348,106,0.2978,59,0.1657,6,0.0169,41,0.1152,29,0.0815,68,0.191,311,903,1157,55,0.1768,4,0.0129,95,0.3055,64,0.2058,108,0.3473,43,0.1383,2,0.0064,43,0.1383,43,0.1383,62,0.1994,169,526,271,17,0.1006,1,0.0059,43,0.2544,12,0.071,15,0.0888,6,0.0355,0,0,0,0,1,0.0059,9,0.0533
307,1210,3911,180,0.1488,14,0.0116,243,0.2008,59,0.0488,52,0.043,72,0.0595,2,0.0017,2,0.0017,0,0,7,0.0058,943,2946,1595,106,0.1124,4,0.0042,220,0.2333,63,0.0668,50,0.053,44,0.0467,0,0,0,0,0,0,4,0.0042,161,417,335,35,0.2174,0,0,23,0.1429,14,0.087,46,0.2857,21,0.1304,0,0,7,0.0435,1,0.0062,11,0.0683
308,462,1392,51,0.1104,0,0,52,0.1126,18,0.039,16,0.0346,15,0.0325,0,0,0,0,0,0,19,0.0411,392,1040,634,45,0.1148,1,0.0026,44,0.1122,20,0.051,7,0.0179,21,0.0536,1,0.0026,0,0,1,0.0026,12,0.0306,915,2944,966,153,0.1672,4,0.0044,103,0.1126,66,0.0721,36,0.0393,71,0.0776,1,0.0011,1,0.0011,10,0.0109,25,0.0273
309,715,2154,84,0.1175,5,0.007,59,0.0825,32,0.0448,27,0.0378,28,0.0392,1,0.0014,1,0.0014,2,0.0028,15,0.021,609,1640,1188,79,0.1297,4,0.0066,64,0.1051,34,0.0558,37,0.0608,33,0.0542,3,0.0049,3,0.0049,1,0.0016,15,0.0246,390,1091,1244,57,0.1462,12,0.0308,111,0.2846,48,0.1231,134,0.3436,51,0.1308,10,0.0256,50,0.1282,26,0.0667,76,0.1949
310,394,997,29,0.0736,3,0.0076,33,0.0838,17,0.0431,11,0.0279,9,0.0228,0,0,0,0,0,0,7,0.0178,387,997,419,35,0.0904,1,0.0026,49,0.1266,12,0.031,10,0.0258,13,0.0336,1,0.0026,0,0,1,0.0026,20,0.0517,1065,3485,1763,104,0.0977,3,0.0028,244,0.2291,86,0.0808,59,0.0554,41,0.0385,0,0,0,0,0,0,15,0.0141
311,416,769,46,0.1106,2,0.0048,52,0.125,18,0.0433,17,0.0409,25,0.0601,2,0.0048,0,0,2,0.0048,15,0.0361,390,760,467,48,0.1231,1,0.0026,53,0.1359,26,0.0667,12,0.0308,18,0.0462,1,0.0026,0,0,2,0.0051,20,0.0513,416,1047,610,42,0.101,0,0,49,0.1178,26,0.0625,19,0.0457,17,0.0409,0,0,0,0,2,0.0048,10,0.024
312,281,497,51,0.1815,0,0,36,0.1281,8,0.0285,21,0.0747,27,0.0961,0,0,3,0.0107,0,0,5,0.0178,288,538,725,55,0.191,1,0.0035,50,0.1736,27,0.0938,20,0.0694,34,0.1181,0,0,3,0.0104,2,0.0069,11,0.0382,674,1853,1363,84,0.1246,4,0.0059,88,0.1306,58,0.0861,37,0.0549,32,0.0475,1,0.0015,1,0.0015,0,0,19,0.0282
313,376,1057,48,0.1277,5,0.0133,82,0.2181,15,0.0399,21,0.0559,25,0.0665,3,0.008,0,0,0,0,15,0.0399,276,714,350,31,0.1123,1,0.0036,47,0.1703,15,0.0543,16,0.058,13,0.0471,0,0,0,0,0,0,11,0.0399,381,1035,389,25,0.0656,3,0.0079,36,0.0945,24,0.063,15,0.0394,6,0.0157,2,0.0052,0,0,0,0,10,0.0262
314,684,2100,103,0.1506,3,0.0044,96,0.1404,38,0.0556,29,0.0424,45,0.0658,1,0.0015,6,0.0088,2,0.0029,24,0.0351,707,2205,2048,102,0.1443,0,0,82,0.116,48,0.0679,52,0.0736,51,0.0721,0,0,12,0.017,1,0.0014,24,0.0339,336,938,516,33,0.0982,0,0,85,0.253,31,0.0923,32,0.0952,20,0.0595,0,0,3,0.0089,3,0.0089,34,0.1012
315,295,473,43,0.1458,4,0.0136,20,0.0678,4,0.0136,33,0.1119,27,0.0915,4,0.0136,5,0.0169,1,0.0034,10,0.0339,290,537,758,51,0.1759,7,0.0241,25,0.0862,12,0.0414,31,0.1069,40,0.1379,7,0.0241,5,0.0172,1,0.0034,12,0.0414,399,749,461,40,0.1003,1,0.0025,54,0.1353,27,0.0677,11,0.0276,14,0.0351,0,0,0,0,1,0.0025,20,0.0501
316,622,1929,74,0.119,2,0.0032,41,0.0659,19,0.0305,13,0.0209,35,0.0563,0,0,5,0.008,1,0.0016,7,0.0113,595,1973,725,67,0.1126,1,0.0017,50,0.084,12,0.0202,13,0.0218,36,0.0605,1,0.0017,4,0.0067,0,0,13,0.0218,292,566,745,42,0.1438,2,0.0068,57,0.1952,15,0.0514,39,0.1336,20,0.0685,2,0.0068,5,0.0171,0,0,16,0.0548
317,885,2664,145,0.1638,6,0.0068,130,0.1469,43,0.0486,67,0.0757,41,0.0463,3,0.0034,6,0.0068,2,0.0023,28,0.0316,804,2326,2283,141,0.1754,8,0.01,120,0.1493,42,0.0522,39,0.0485,48,0.0597,4,0.005,7,0.0087,4,0.005,22,0.0274,282,877,465,35,0.1241,2,0.0071,47,0.1667,15,0.0532,17,0.0603,20,0.0709,1,0.0035,1,0.0035,1,0.0035,14,0.0496
318,544,1365,72,0.1324,5,0.0092,113,0.2077,37,0.068,38,0.0699,31,0.057,4,0.0074,2,0.0037,1,0.0018,19,0.0349,534,1337,1698,82,0.1536,4,0.0075,128,0.2397,39,0.073,32,0.0599,38,0.0712,4,0.0075,2,0.0037,4,0.0075,14,0.0262,708,2091,1863,90,0.1271,2,0.0028,78,0.1102,50,0.0706,45,0.0636,45,0.0636,1,0.0014,12,0.0169,2,0.0028,15,0.0212
319,141,203,21,0.1489,1,0.0071,15,0.1064,8,0.0567,11,0.078,8,0.0567,1,0.0071,2,0.0142,3,0.0213,9,0.0638,111,177,96,18,0.1622,0,0,16,0.1441,5,0.045,14,0.1261,16,0.1441,0,0,6,0.0541,0,0,10,0.0901,302,512,710,34,0.1126,4,0.0132,18,0.0596,10,0.0331,43,0.1424,26,0.0861,3,0.0099,2,0.0066,5,0.0166,9,0.0298
320,393,969,62,0.1578,8,0.0204,98,0.2494,26,0.0662,21,0.0534,24,0.0611,5,0.0127,2,0.0051,1,0.0025,13,0.0331,403,984,926,62,0.1538,3,0.0074,97,0.2407,50,0.1241,30,0.0744,25,0.062,2,0.005,3,0.0074,2,0.005,16,0.0397,675,2007,863,63,0.0933,0,0,41,0.0607,35,0.0519,27,0.04,22,0.0326,0,0,2,0.003,5,0.0074,11,0.0163
321,417,991,56,0.1343,5,0.012,56,0.1343,39,0.0935,27,0.0647,28,0.0671,2,0.0048,5,0.012,0,0,13,0.0312,390,991,773,66,0.1692,2,0.0051,85,0.2179,26,0.0667,23,0.059,33,0.0846,1,0.0026,3,0.0077,1,0.0026,19,0.0487,905,2632,2962,178,0.1967,3,0.0033,147,0.1624,45,0.0497,78,0.0862,53,0.0586,3,0.0033,7,0.0077,3,0.0033,27,0.0298
322,632,1914,60,0.0949,1,0.0016,49,0.0775,31,0.0491,31,0.0491,25,0.0396,0,0,7,0.0111,2,0.0032,13,0.0206,563,1647,877,35,0.0622,3,0.0053,63,0.1119,26,0.0462,24,0.0426,16,0.0284,2,0.0036,4,0.0071,2,0.0036,15,0.0266,503,1372,1843,66,0.1312,1,0.002,134,0.2664,70,0.1392,38,0.0755,27,0.0537,0,0,5,0.0099,4,0.008,34,0.0676
323,640,1566,60,0.0938,2,0.0031,89,0.1391,24,0.0375,25,0.0391,29,0.0453,1,0.0016,4,0.0063,0,0,14,0.0219,496,1340,372,57,0.1149,1,0.002,69,0.1391,11,0.0222,14,0.0282,28,0.0565,0,0,0,0,1,0.002,17,0.0343,414,992,970,48,0.1159,0,0,86,0.2077,54,0.1304,25,0.0604,23,0.0556,0,0,3,0.0072,1,0.0024,19,0.0459
324,849,2399,133,0.1567,41,0.0483,97,0.1143,23,0.0271,19,0.0224,55,0.0648,15,0.0177,6,0.0071,1,0.0012,20,0.0236,700,1789,1541,101,0.1443,3,0.0043,77,0.11,25,0.0357,29,0.0414,49,0.07,1,0.0014,5,0.0071,0,0,15,0.0214,351,890,761,56,0.1595,2,0.0057,70,0.1994,36,0.1026,24,0.0684,34,0.0969,0,0,3,0.0085,1,0.0028,24,0.0684
325,503,1106,51,0.1014,6,0.0119,53,0.1054,0,0,9,0.0179,21,0.0417,3,0.006,0,0,0,0,4,0.008,445,1039,460,36,0.0809,3,0.0067,44,0.0989,0,0,11,0.0247,17,0.0382,2,0.0045,0,0,0,0,5,0.0112,611,1687,915,55,0.09,2,0.0033,68,0.1113,29,0.0475,31,0.0507,18,0.0295,2,0.0033,7,0.0115,1,0.0016,14,0.0229
326,816,2120,91,0.1115,1,0.0012,102,0.125,41,0.0502,41,0.0502,31,0.038,0,0,4,0.0049,2,0.0025,25,0.0306,733,2077,1568,82,0.1119,6,0.0082,116,0.1583,43,0.0587,44,0.06,28,0.0382,2,0.0027,4,0.0055,2,0.0027,22,0.03,570,1576,404,80,0.1404,1,0.0018,68,0.1193,17,0.0298,20,0.0351,30,0.0526,1,0.0018,2,0.0035,1,0.0018,12,0.0211
327,947,2623,136,0.1436,11,0.0116,116,0.1225,37,0.0391,48,0.0507,61,0.0644,7,0.0074,4,0.0042,1,0.0011,33,0.0348,829,2361,1216,115,0.1387,4,0.0048,126,0.152,42,0.0507,50,0.0603,45,0.0543,4,0.0048,4,0.0048,1,0.0012,32,0.0386,740,1934,1571,87,0.1176,5,0.0068,73,0.0986,31,0.0419,34,0.0459,44,0.0595,2,0.0027,7,0.0095,0,0,18,0.0243
328,229,454,42,0.1834,2,0.0087,28,0.1223,9,0.0393,5,0.0218,20,0.0873,1,0.0044,1,0.0044,0,0,5,0.0218,224,416,315,23,0.1027,2,0.0089,29,0.1295,7,0.0313,4,0.0179,13,0.058,1,0.0045,0,0,0,0,13,0.058,480,1101,568,48,0.1,4,0.0083,65,0.1354,0,0,10,0.0208,19,0.0396,3,0.0063,0,0,0,0,15,0.0313
329,223,450,48,0.2152,7,0.0314,31,0.139,17,0.0762,33,0.148,23,0.1031,4,0.0179,5,0.0224,0,0,5,0.0224,179,389,440,47,0.2626,4,0.0223,38,0.2123,11,0.0615,18,0.1006,29,0.162,2,0.0112,2,0.0112,0,0,12,0.067,770,1994,1443,82,0.1065,0,0,148,0.1922,47,0.061,43,0.0558,29,0.0377,0,0,1,0.0013,3,0.0039,29,0.0377
330,110,202,24,0.2182,0,0,31,0.2818,11,0.1,21,0.1909,14,0.1273,0,0,2,0.0182,0,0,17,0.1545,94,175,311,19,0.2021,0,0,31,0.3298,7,0.0745,13,0.1383,11,0.117,0,0,1,0.0106,1,0.0106,18,0.1915,857,2429,1304,106,0.1237,5,0.0058,121,0.1412,67,0.0782,57,0.0665,45,0.0525,4,0.0047,4,0.0047,5,0.0058,23,0.0268
331,158,263,17,0.1076,2,0.0127,37,0.2342,10,0.0633,17,0.1076,4,0.0253,1,0.0063,2,0.0127,3,0.019,11,0.0696,117,259,207,12,0.1026,1,0.0085,37,0.3162,4,0.0342,6,0.0513,4,0.0342,0,0,2,0.0171,0,0,6,0.0513,219,396,268,23,0.105,6,0.0274,19,0.0868,10,0.0457,3,0.0137,10,0.0457,2,0.0091,0,0,0,0,6,0.0274
332,170,342,34,0.2,1,0.0059,21,0.1235,8,0.0471,21,0.1235,16,0.0941,0,0,0,0,0,0,0,0,122,260,306,24,0.1967,0,0,18,0.1475,6,0.0492,16,0.1311,16,0.1311,0,0,3,0.0246,0,0,0,0,194,389,400,26,0.134,2,0.0103,33,0.1701,12,0.0619,18,0.0928,9,0.0464,1,0.0052,3,0.0155,1,0.0052,9,0.0464
333,177,464,27,0.1525,0,0,47,0.2655,7,0.0395,12,0.0678,19,0.1073,0,0,0,0,0,0,7,0.0395,188,540,425,30,0.1596,3,0.016,45,0.2394,16,0.0851,16,0.0851,19,0.1011,1,0.0053,1,0.0053,1,0.0053,7,0.0372,90,184,380,15,0.1667,0,0,35,0.3889,14,0.1556,20,0.2222,12,0.1333,0,0,1,0.0111,2,0.0222,18,0.2
334,696,2330,45,0.0647,2,0.0029,66,0.0948,21,0.0302,34,0.0489,25,0.0359,0,0,4,0.0057,5,0.0072,19,0.0273,620,2435,1741,64,0.1032,2,0.0032,52,0.0839,19,0.0306,25,0.0403,28,0.0452,2,0.0032,6,0.0097,4,0.0065,17,0.0274,146,309,235,14,0.0959,2,0.0137,29,0.1986,14,0.0959,10,0.0685,7,0.0479,1,0.0068,1,0.0068,1,0.0068,3,0.0205
335,621,1903,49,0.0789,4,0.0064,101,0.1626,5,0.0081,45,0.0725,45,0.0725,0,0,4,0.0064,3,0.0048,25,0.0403,574,1619,830,28,0.0488,2,0.0035,89,0.1551,5,0.0087,34,0.0592,22,0.0383,0,0,6,0.0105,2,0.0035,20,0.0348,140,353,360,21,0.15,1,0.0071,24,0.1714,13,0.0929,19,0.1357,11,0.0786,1,0.0071,1,0.0071,0,0,0,0
336,439,1175,53,0.1207,2,0.0046,51,0.1162,18,0.041,15,0.0342,36,0.082,0,0,1,0.0023,0,0,4,0.0091,364,1051,459,42,0.1154,3,0.0082,46,0.1264,21,0.0577,9,0.0247,26,0.0714,0,0,0,0,0,0,5,0.0137,209,581,505,29,0.1388,2,0.0096,49,0.2344,24,0.1148,23,0.11,18,0.0861,0,0,1,0.0048,5,0.0239,8,0.0383
337,312,555,45,0.1442,6,0.0192,36,0.1154,18,0.0577,19,0.0609,16,0.0513,1,0.0032,0,0,0,0,0,0,255,488,411,31,0.1216,3,0.0118,34,0.1333,11,0.0431,16,0.0627,14,0.0549,1,0.0039,0,0,0,0,0,0,690,2675,2102,60,0.087,1,0.0014,85,0.1232,35,0.0507,45,0.0652,26,0.0377,0,0,5,0.0072,7,0.0101,27,0.0391
338,1219,3677,109,0.0894,1,0.0008,110,0.0902,42,0.0345,39,0.032,53,0.0435,1,0.0008,5,0.0041,9,0.0074,54,0.0443,1010,3081,1824,131,0.1297,3,0.003,116,0.1149,42,0.0416,25,0.0248,58,0.0574,1,0.001,1,0.001,4,0.004,34,0.0337,641,1873,1023,42,0.0655,0,0,96,0.1498,1,0.0016,29,0.0452,34,0.053,0,0,2,0.0031,0,0,17,0.0265
339,675,1881,125,0.1852,9,0.0133,106,0.157,0,0,34,0.0504,58,0.0859,5,0.0074,5,0.0074,0,0,17,0.0252,607,1798,1369,119,0.196,5,0.0082,116,0.1911,3,0.0049,41,0.0675,68,0.112,1,0.0016,2,0.0033,0,0,24,0.0395,436,1229,677,45,0.1032,1,0.0023,45,0.1032,36,0.0826,22,0.0505,29,0.0665,0,0,1,0.0023,1,0.0023,1,0.0023
340,484,1243,42,0.0868,2,0.0041,62,0.1281,33,0.0682,28,0.0579,19,0.0393,2,0.0041,1,0.0021,2,0.0041,11,0.0227,407,1063,736,34,0.0835,2,0.0049,71,0.1744,30,0.0737,13,0.0319,12,0.0295,1,0.0025,2,0.0049,3,0.0074,14,0.0344,342,661,542,36,0.1053,5,0.0146,41,0.1199,25,0.0731,28,0.0819,22,0.0643,1,0.0029,0,0,0,0,0,0
341,225,634,33,0.1467,4,0.0178,51,0.2267,17,0.0756,12,0.0533,16,0.0711,3,0.0133,2,0.0089,1,0.0044,15,0.0667,185,589,442,27,0.1459,0,0,36,0.1946,10,0.0541,20,0.1081,18,0.0973,0,0,1,0.0054,1,0.0054,12,0.0649,905,2831,1803,105,0.116,1,0.0011,78,0.0862,52,0.0575,38,0.042,62,0.0685,1,0.0011,6,0.0066,6,0.0066,24,0.0265
342,1059,3409,122,0.1152,21,0.0198,195,0.1841,63,0.0595,54,0.051,53,0.05,6,0.0057,4,0.0038,5,0.0047,51,0.0482,935,3152,1711,108,0.1155,8,0.0086,203,0.2171,65,0.0695,61,0.0652,48,0.0513,1,0.0011,8,0.0086,6,0.0064,47,0.0503,716,2079,1544,120,0.1676,6,0.0084,117,0.1634,0,0,65,0.0908,56,0.0782,2,0.0028,3,0.0042,0,0,31,0.0433
343,648,1864,94,0.1451,6,0.0093,105,0.162,47,0.0725,35,0.054,61,0.0941,3,0.0046,3,0.0046,7,0.0108,25,0.0386,533,1644,1348,78,0.1463,3,0.0056,91,0.1707,25,0.0469,36,0.0675,51,0.0957,1,0.0019,2,0.0038,3,0.0056,29,0.0544,441,1138,824,36,0.0816,2,0.0045,70,0.1587,58,0.1315,23,0.0522,11,0.0249,0,0,3,0.0068,4,0.0091,11,0.0249
344,1222,3772,209,0.171,13,0.0106,167,0.1367,48,0.0393,37,0.0303,90,0.0736,7,0.0057,8,0.0065,4,0.0033,33,0.027,1095,3755,1572,148,0.1352,6,0.0055,192,0.1753,58,0.053,39,0.0356,57,0.0521,2,0.0018,2,0.0018,7,0.0064,51,0.0466,1061,3659,1947,91,0.0858,7,0.0066,219,0.2064,89,0.0839,65,0.0613,37,0.0349,6,0.0057,10,0.0094,3,0.0028,59,0.0556
345,168,305,22,0.131,2,0.0119,22,0.131,16,0.0952,5,0.0298,7,0.0417,2,0.0119,1,0.006,3,0.0179,7,0.0417,161,336,586,14,0.087,1,0.0062,34,0.2112,10,0.0621,10,0.0621,9,0.0559,0,0,0,0,0,0,8,0.0497,573,1736,1271,70,0.1222,3,0.0052,96,0.1675,33,0.0576,39,0.0681,52,0.0908,1,0.0017,6,0.0105,3,0.0052,23,0.0401
346,286,629,61,0.2133,2,0.007,26,0.0909,29,0.1014,43,0.1503,52,0.1818,2,0.007,13,0.0455,1,0.0035,8,0.028,265,599,593,48,0.1811,1,0.0038,39,0.1472,17,0.0642,53,0.2,37,0.1396,0,0,15,0.0566,0,0,14,0.0528,1162,3834,1559,146,0.1256,7,0.006,187,0.1609,73,0.0628,54,0.0465,72,0.062,5,0.0043,4,0.0034,10,0.0086,50,0.043
347,381,952,58,0.1522,6,0.0157,55,0.1444,16,0.042,27,0.0709,35,0.0919,2,0.0052,9,0.0236,5,0.0131,17,0.0446,349,868,620,52,0.149,7,0.0201,53,0.1519,17,0.0487,15,0.043,26,0.0745,4,0.0115,3,0.0086,5,0.0143,14,0.0401,174,361,733,25,0.1437,0,0,40,0.2299,25,0.1437,22,0.1264,16,0.092,0,0,2,0.0115,2,0.0115,10,0.0575
348,7,11,1,0.1429,0,0,2,0.2857,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,11,12,13,2,0.1818,0,0,4,0.3636,0,0,1,0.0909,2,0.1818,0,0,0,0,0,0,2,0.1818,274,595,633,57,0.208,0,0,24,0.0876,29,0.1058,60,0.219,51,0.1861,0,0,20,0.073,0,0,11,0.0401
349,581,1385,63,0.1084,9,0.0155,76,0.1308,31,0.0534,14,0.0241,28,0.0482,7,0.012,1,0.0017,3,0.0052,16,0.0275,438,976,917,32,0.0731,2,0.0046,69,0.1575,22,0.0502,14,0.032,16,0.0365,1,0.0023,3,0.0068,3,0.0068,9,0.0205,383,957,842,57,0.1488,1,0.0026,60,0.1567,30,0.0783,34,0.0888,20,0.0522,0,0,4,0.0104,3,0.0078,24,0.0627
350,753,2298,117,0.1554,13,0.0173,86,0.1142,51,0.0677,46,0.0611,48,0.0637,6,0.008,0,0,0,0,1,0.0013,600,1708,1843,88,0.1467,4,0.0067,36,0.06,36,0.06,27,0.045,40,0.0667,2,0.0033,0,0,0,0,0,0,210,538,391,23,0.1095,0,0,33,0.1571,15,0.0714,12,0.0571,16,0.0762,0,0,1,0.0048,1,0.0048,9,0.0429
351,318,912,30,0.0943,3,0.0094,40,0.1258,9,0.0283,10,0.0314,10,0.0314,1,0.0031,2,0.0063,1,0.0031,10,0.0314,311,924,430,36,0.1158,3,0.0096,60,0.1929,15,0.0482,13,0.0418,18,0.0579,2,0.0064,1,0.0032,1,0.0032,24,0.0772,6,13,11,1,0.1667,0,0,1,0.1667,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0
352,53,98,8,0.1509,0,0,16,0.3019,2,0.0377,9,0.1698,5,0.0943,0,0,0,0,0,0,5,0.0943,53,110,86,16,0.3019,0,0,12,0.2264,1,0.0189,8,0.1509,6,0.1132,0,0,0,0,1,0.0189,1,0.0189,501,1265,1179,59,0.1178,6,0.012,73,0.1457,25,0.0499,21,0.0419,29,0.0579,2,0.004,3,0.006,3,0.006,10,0.02
353,146,335,36,0.2466,2,0.0137,30,0.2055,17,0.1164,7,0.0479,23,0.1575,2,0.0137,2,0.0137,0,0,0,0,135,316,167,30,0.2222,1,0.0074,29,0.2148,11,0.0815,10,0.0741,14,0.1037,1,0.0074,1,0.0074,0,0,0,0,714,2039,2295,109,0.1527,8,0.0112,77,0.1078,48,0.0672,45,0.063,50,0.07,3,0.0042,0,0,0,0,0,0
354,200,343,42,0.21,9,0.045,27,0.135,11,0.055,27,0.135,32,0.16,7,0.035,4,0.02,0,0,1,0.005,173,311,480,41,0.237,0,0,23,0.1329,8,0.0462,28,0.1618,34,0.1965,0,0,3,0.0173,0,0,2,0.0116,323,895,443,35,0.1084,3,0.0093,68,0.2105,31,0.096,16,0.0495,14,0.0433,2,0.0062,0,0,1,0.0031,20,0.0619
